1,8.76E-7
2,1.09445E-4
3,7.22E-7
4,0.017813145
5,1.70714E-4
6,9.8422E-4
7,0.001447465
8,9.3103E-5
9,4.73549E-4
10,2.20929E-4
11,2.303E-6
12,7.8168E-5
13,0.001294412
14,9.4912E-4
15,2.94133E-4
16,1.61539E-4
17,1.23412E-4
18,8.05E-7
19,0.004851571
20,6.4636E-5
21,8.2E-7
22,0.004837582
23,0.005347665
24,0.005713534
25,8.12555E-4
26,8.65574E-4
27,1.26377E-4
28,1.07087E-4
29,0.001000558
30,4.26E-7
31,2.28676E-4
32,6.722E-5
33,7.89774E-4
34,6.30488E-4
35,0.005559778
36,0.002245251
37,8.2283E-4
38,1.98444E-4
39,2.89323E-4
40,0.001472993
41,1.161E-6
42,4.6514E-5
43,6.24941E-4
44,0.003075647
45,0.005117277
46,0.00972042
47,2.59141E-4
48,3.86735E-4
49,3.12202E-4
50,0.001309462
51,3.23101E-4
52,0.001722215
53,4.73377E-4
54,7.58E-7
55,6.01947E-4
56,0.00157445
57,3.21326E-4
58,0.007058929
59,2.33131E-4
60,2.9011E-4
61,0.00111304
62,2.85812E-4
63,1.44464E-4
64,0.001707042
65,0.001003161
66,8.50023E-4
67,5.2112E-5
68,4.21943E-4
69,2.89177E-4
70,3.64382E-4
71,3.54529E-4
72,7.15893E-4
73,0.013916901
74,1.84337E-4
75,5.03401E-4
76,0.006436603
77,3.9993E-4
78,2.09089E-4
79,4.78111E-4
80,7.65956E-4
81,0.001280135
82,0.006454647
83,8.07754E-4
84,4.94706E-4
85,4.3489E-4
86,0.006220686
87,3.57541E-4
88,0.001048806
89,9.16404E-4
90,4.33965E-4
91,8.40255E-4
92,2.94076E-4
93,9.1601E-4
94,0.012769119
95,5.63736E-4
96,1.83545E-4
97,0.015107243
98,4.42995E-4
99,0.001026463
100,1.74931E-4
101,0.002122123
102,6.31055E-4
103,0.001407842
104,7.07454E-4
105,3.64573E-4
106,6.90355E-4
107,0.003289963
108,3.29621E-4
109,4.57209E-4
110,9.70407E-4
111,7.1923E-4
112,8.91768E-4
113,4.68859E-4
114,0.003724946
115,0.001206827
116,5.92103E-4
117,3.96457E-4
118,7.99123E-4
119,0.005746969
120,8.21125E-4
121,0.003160092
122,0.001485729
123,6.52127E-4
124,0.001618491
125,0.001820606
126,7.21276E-4
127,0.001894276
128,0.002346696
129,5.78989E-4
130,3.56829E-4
131,0.001149134
132,0.001044415
133,9.13974E-4
134,3.8696E-4
135,3.603E-4
136,4.66294E-4
137,0.003634062
138,7.68232E-4
139,0.004014075
140,0.002346685
141,8.03671E-4
142,0.021869816
143,4.40106E-4
144,0.001064908
145,0.001277222
146,0.001924795
147,0.001998007
148,0.024758112
149,0.00174678
150,8.37954E-4
151,0.002168154
152,0.001031129
153,8.83072E-4
154,5.09226E-4
155,0.003539021
156,0.006088108
157,0.003070474
158,0.002550298
159,0.003280513
160,0.003709826
161,0.002484949
162,0.019360982
163,9.51896E-4
164,0.009827181
165,0.003242998
166,0.00209737
167,0.002203714
168,0.002349346
169,8.29693E-4
170,0.003627336
171,0.001826449
172,0.00130613
173,0.001208447
174,8.89348E-4
175,0.001916162
176,0.001702742
177,0.009768814
178,6.13513E-4
179,8.28736E-4
180,7.8186E-4
181,0.002264152
182,0.005287641
183,7.65512E-4
184,6.54E-4
185,6.62304E-4
186,0.001265731
187,0.001318265
188,0.001528276
189,0.001240674
190,9.00534E-4
191,0.004747975
192,7.54252E-4
193,0.001537836
194,8.88106E-4
195,0.002074569
196,8.05075E-4
197,0.002103552
198,0.001106498
199,0.001275393
200,9.43045E-4
201,0.008870205
202,0.001950109
203,7.88627E-4
204,0.0019808
205,0.008993455
206,0.001056814
207,6.45333E-4
208,6.51075E-4
209,5.35732E-4
210,0.001525301
211,0.001629723
212,6.7325E-4
213,0.003612705
214,0.003614985
215,0.002267833
216,8.22012E-4
217,0.001457513
218,0.001109299
219,0.001540788
220,0.001742896
221,0.00102338
222,9.31525E-4
223,0.014253619
224,0.001943962
225,0.001159779
226,0.00123873
227,0.001042065
228,0.001633778
229,0.001862988
230,0.002378303
231,0.001075736
232,0.002432003
233,0.001936372
234,0.001176847
235,8.48167E-4
236,6.35747E-4
237,8.00774E-4
238,9.5352E-4
239,0.00113141
240,0.003986604
241,0.001417582
242,0.006101226
243,9.7146E-4
244,0.003460959
245,0.005807849
246,0.001829574
247,0.019792038
248,0.001377386
249,0.001744003
250,0.001429794
251,0.003623966
252,0.004874937
253,0.003189647
254,0.004976134
255,0.001629518
256,0.002145588
257,0.005585511
258,9.54295E-4
259,0.319148845
260,0.001103592
261,7.51449E-4
262,0.00583238
263,0.00183815
264,4.78497E-4
265,0.001353451
266,0.080594192
267,0.002515598
268,0.001927498
269,0.002506388
270,0.001153533
271,0.055009242
272,0.003229829
273,0.001220365
274,0.002947899
275,0.00141715
276,0.001055468
277,0.002580456
278,0.00142465
279,0.001129192
280,0.001782033
281,9.66588E-4
282,0.002616239
283,0.003547147
284,0.003566566
285,0.002527533
286,0.003609977
287,0.005108029
288,0.001418261
289,0.002212763
290,0.001320286
291,0.002070639
292,0.002873671
293,0.001502157
294,0.00151709
295,0.011413609
296,0.004339079
297,8.35534E-4
298,0.001849838
299,0.013606829
300,0.001374934
301,0.001127519
302,0.009028431
303,0.001439216
304,0.001815556
305,0.001194356
306,0.003589135
307,0.003054646
308,0.001721736
309,0.001280049
310,0.001286342
311,0.00308846
312,0.001292174
313,0.004358641
314,0.001367367
315,0.00504743
316,0.001097658
317,0.007537151
318,0.001597926
319,0.001538564
320,9.80224E-4
321,0.00170672
322,0.010227037
323,0.036799875
324,0.001680172
325,0.001604496
326,0.010597006
327,0.001855925
328,0.001845207
329,0.00915739
330,0.001822128
331,0.00152982
332,0.001907045
333,0.001697155
334,0.001853433
335,0.002600562
336,0.00112277
337,0.00935618
338,0.002449468
339,0.00332719
340,0.001743195
341,0.003193874
342,0.001382997
343,0.001618703
344,0.001407927
345,0.001760974
346,0.002165502
347,0.002982304
348,0.012478006
349,0.001420062
350,0.002262282
351,0.001414608
352,0.052372606
353,0.003188411
354,0.002093165
355,0.001782095
356,0.00125061
357,0.002427041
358,0.002170425
359,9.88471E-4
360,0.002171849
361,0.00177303
362,0.001557124
363,0.002901176
364,0.004246087
365,0.001291521
366,0.001249153
367,0.004285378
368,0.001777543
369,0.001241425
370,0.001885637
371,0.001918451
372,0.002531394
373,0.002803917
374,0.004997414
375,0.001953814
376,0.001560018
377,0.00173235
378,0.001949785
379,0.001193242
380,0.001142313
381,0.00163667
382,0.001730281
383,0.019650495
384,0.003402857
385,0.003165308
386,0.00312813
387,0.005653602
388,0.027553758
389,0.002250039
390,0.003109325
391,0.001417335
392,0.00339099
393,0.005598671
394,0.001941907
395,0.002551986
396,0.002340256
397,0.068169549
398,0.003022693
399,0.008371747
400,0.002436318
401,0.003067511
402,0.003024116
403,0.002118664
404,0.005180556
405,0.020331255
406,0.006328217
407,0.00186559
408,0.043982749
409,0.002247865
410,0.006449567
411,0.002756
412,0.023618137
413,0.002040053
414,0.699332777
415,0.002262777
416,0.002468178
417,0.002752291
418,0.001558563
419,0.007081747
420,0.005057527
421,0.02196937
422,0.001886641
423,0.002509173
424,0.002106667
425,0.00201043
426,0.002503105
427,0.001504051
428,0.00240722
429,0.007366647
430,0.002189224
431,0.006027564
432,0.001689396
433,0.002405026
434,0.001915221
435,0.009983086
436,0.00246003
437,0.002428224
438,0.003679255
439,0.013592246
440,0.003554082
441,0.002191765
442,0.005947652
443,0.005605705
444,0.001785463
445,0.003067148
446,0.00227352
447,0.005518615
448,0.002053468
449,0.00214053
450,0.003633822
451,0.002125653
452,0.002635787
453,0.00306308
454,0.001557543
455,0.003423056
456,0.003093521
457,0.001661878
458,0.00261991
459,0.003765813
460,0.002915375
461,0.001844726
462,0.002934359
463,0.001806124
464,0.0020125
465,0.002536597
466,0.003927489
467,0.008060524
468,0.002579576
469,0.002778007
470,0.00187362
471,0.005005103
472,0.002785402
473,0.001659934
474,0.100396821
475,0.002238279
476,0.002099177
477,0.002156392
478,0.001880463
479,0.005593527
480,0.002384709
481,0.003569077
482,0.003664049
483,0.002568688
484,0.002525178
485,0.006695015
486,0.007902304
487,0.001567209
488,0.004545926
489,0.00229706
490,0.002449202
491,0.002389269
492,0.001847591
493,0.00369296
494,0.003858478
495,0.004175865
496,0.00922997
497,0.002480291
498,0.00240388
499,0.002673981
500,0.002928481
